,Content,Polarity
6808,dijeron q rajoy iba ser alegr huert equivoc registr recort sufrimient amnist ric,1
6809,buen dias abril feliz doming,0
6810,graci leerl rt robertotorresl si queremospod albert_river via mund cataluny tod exposicion comun,0
6811,sevillan pendient dl ciel primer hermand ss paz retras sal medi hor d tom decision definitv,1
6812,escuch son d calledelici,0
6813,tiemp acompañ seman grand tierr sevill,1
6815,pon oper ir com pued quit tard nuev muti felic #operagroupi,0
6817,rt ma_lopezdelpoz frailaz pact psoe-iu #parl {link} sur_madr ppparl nnggmadr ppasamble,1
6818,leir pajin numer dos ximopuig vicesecretari general pspv,0
6819,rt mark_angel paurubi mmmmmmmmmmmmmm chilaquil tuaaa,0
6820,“rominabellusci edurnity guapisim ahor vemosqu ganit -”guapaa q disfruteis bail cant oh yeahhh,0
6821,hall delfin muert play peru va año efe,1
6822,graciasgraci graci madr sid increibl volv inviern,0
6823,dec q bug q intent arregl {link} fall mencion lleg pge twitt,1
6824,dud rubalc gob gonzalez pso amnist golf epoc,1
6827,si errat rt manuelhi rubenjuans cmgorri tonicant pas hombr,1
6828,si padr anarc q pag destroz hij #otrogallocantari,1
6829,pil porqu dic tont capirot tont capuchon pilarggranj,1
6830,impresion acog d retransmision #ssant giraldatv ¡nos viend dsd paisesusarunidoaustraliajapongraci,0
6832,buen dich buen noch quier famili,0
6833,carmendelrieg period investig buen unas cuant decision etic,0
6834,rt ojal den “quediari busc autor incendi as frag do eum enfrent carcel {link},1
6835,mañan buen noch,0
6836,edurnity rominabellusci graci encantadoestuv genial gre recom,0
6837,sequ clav incendi tb falt polit forestall limpiez mont recort #sosfragasdoeum,1
6844,prim riesg españ cae apertur punt basic efe,1
6845,muert carreter ª fas oper especial trafic seman sant h vien h doming dgt,1
6846,rajoy explic hoy detall presupuest emisari merkel mud ciudadan locuaz jef,1
6847,niñ amaiamusic jug cam {link},0
6848,invit noch #elnumeroun jason_mraz elsueñodemorfe va ser genial,0
6849,brand content #miptv unic arranc aplaus sid impresion spot {link},1
6851,hoy dia mundial concienci autism mas investig mas apoy integr much fuerz falimi,0
6852,dic gllamazar penaliz vandal acab social pens,1
6854,moment d sumarun trabaj x sal d crisis juntospor cataluny d todosy levant fronterasenfrent divid,0
6856,hac diez años españ entro eur marianorajoy sig traduc cifr billon peset necesari,1
6857,rajoy cumpl compromis anterior gobiern deficit public,1
6858,incumpl acuerd compromis hac perd credibil balanc pso,1
6860,vuelvo#budapest {link},1
6861,explic marianorajoy cos nadi gust hac remedi altern,1
6863,magnat euroveg adelson apreci polit esper aguirr tal parais fiscal infiern social laboral,1
6864,pspv renov xim puig lerm hac años ciprià cisc felip leir pajin exministr peor valor,1
6865,ibex da mied mied,1
6866,much graci rt sangaruz sevillajordi gust intervencion radi nacional,0
6867,rt enricllover vent coch sig cayend van mes consecut,1
6868,dese pas feliz seman sant,0
6869,com mejor 'japo' malag - ta-kumi {link},0
6870,notici penal ultim seman decid actos vandal incendi galici actos terror,1
6871,prevencion social bienest limpiez proteccion bosqu car acord truen,1
6872,just ahor españ amiguet riverakik va pon mod #quitateeltopesper dur veran,0
6873,camin plat prepar noch direct anumeroun pierdan,0
6874,grand lleg veranit lleg #quitateeltop vam tt,0
6875,#castill d bayuel pil felip homenaj #jos fdez pul carolagud dip c-lm #dipu provincial {link},0
6876,psdeg dic feijo prestig cre q ansi prestig pso #lollamancarroñ tip oposicion,1
6878,amnist fiscal dij dig dig dieg telediarioint,1
6880,tendenci arrib #quitateeltop vam tt seman vien sabreis vam ello chic,0
6881,año muert militar #ot ataqu fuerz amig ls taliban asum isaf dic q problem personal,1
6882,vam chicoss #quitateeltop,0
6884,pas boc com {link},1
6885,preci libr chem madoz {link},0
6886,relacion direct rebaj impuest reduccion d econom sumerg sol ide,1
6887,besaz rt cris_salazarb alejandrosanz voy ecuador madr conciert juni cc tsalazarb,0
6889,dias gobiernorajoy demostr ten gobiern seri tom decision asum respons,0
6891,bomb espectacul clementeclon fede_deju losclon muer ris hahahshahshshah,0
6893,rt “quediari dani pedros deten tram amañ titul patron yat {link},1
6896,amig marchav cumpl objetivosl perr dl camin ladr porq soport avancepalantev bien,0
6897,gust rt espinmarc decid escrib blog #period leo hac {link},0
6899,rt braayangimenez alejandrosanz {link} pued verl d miral pued,0
6901,pues puest car imbecil dic prof econom columbi xsalaimartin hom pag {link},1
6903,buen famili ahor si aun desmaquill caig sueñ graci apoy,0
6904,abraz hermandad tod ciudad viv seman sant pasion deb {link},0
6905,ciud duerm apag luz {link},1
6906,deb sub luz aqu españa#preparatecuandollegueelrecib {link},1
6907,gobiern present hoy congres presupuest general q aprob viern supondran ahorr millon deficit %,0
6908,rrodriguezmaes empan reboz,1
6911,dat par marz mal catastrof tem peor,1
6912,algui sorprend abarat desp aument desp,1
6916,brasil endurec criteri entrad turist español reciproc {link},1
6917,millon niñ riesg d desnutricionmor intent evit sumat campañ unicef_ #sahelnow,1
6918,montor present presupuest #congres presupuest extraordinari situacion extraordinari,0
6919,montor llev habl minut aun empez habl #presupuest recort amnist fiscal,1
6920,“el numer uno” confirm exit gan ajust duel “gran hermano” | vertel {link} via vertel,0
6922,aunqu dec si hech salg pp critic sub impuest cos polit,1
6923,graci rt selenusmedi rodrigoblazquez si quier aprend qr vs bidi {link},0
6925,muert antoni mingot gran dibuj gran humoristay mejor person,1
6927,mes octubr trat sab part presupuestari junt auditori exit nadi averigu,1
6928,adios mingot dibuj abc nac crec profesion compart cas abc,1
6930,homenaj apm soci mingot hoy dej {link},0
6931,com iba vest com explic -me dic luis b- si llev jersey debaj piel,1
6934,merc ibex prim riesg castig presupuest pag casi millon interes marg maniobr,1
6935,nazaren fjcristofol - impon #malagasant #cofradiasmlg {link},0
6936,presupuest posibl habl ghest rall telediarioint,0
6937,brillant articul abc ignaci camach mingot español tan clar {link} via abc_es,0
6938,apoy seman sant #salamanc interes turist internacional potenci turism dd {link},0
6939,lasciat ogni speranz si algui vomit insult nombr piens ¡otr analfabesti si seudonim ¡otr pobr tar,1
6940,semifinal graci aficion apoy {link},0
6941,enhorabuen polic nacional desmantel madr taller falsif document maquillaj vehicul alta gam,0
6942,#curiosidaddelinsomn bols baj prim riesg sub algun sign confianz merc presupuest rajoy,1
6943,q agust qued dic q piens algui car cre q adelgaz,0
6944,engañ acuerd mas urgent nunca“nytimesfriedm on middl east peac {link},1
6945,irme dorm dej postalit toront {link},0
6946,tambi acuerd rt atrejom rt ross_riv atrejom acuerd conciert gratis alejandrosanz {link},0
6948,dias trat hac deport amig desconect,0
6949,ahorr d famili español baj xq perd pod adquisit preci sub +q rent dispon,1
6950,tonel tapon salv vid pequeñ aitan {link},0
6951,juli empec trabaj abc hoy prim dia #mingot,1
6952,si violador libr sistem judicial fall {link},1
6953,blogg period digital pid disculp lament episodi huelg general fot famili {link},1
6954,primer seman sant vacacion años disfrut junt amor rominabellusci grand amig wallylopez maytitalozan,0
6955,feliz seman sant twitter especial amig javipp_,0
6956,gobiern anterior extremadur presupuest gast mill € concept deud histor presupuest € obten,1
6958,atencion movimient fatim bañez consegu apoy parlamentari reform laboral {link} via abc_es,1
6959,gobiern intervendr andaluc si cumpl deficit cab medi tint,1
6960,marianorajoy españ enfrent ahor situacion extrem dificult quier dars cuent equivoc,1
6961,marianorajoy vam gast casi billon d antigu peset pag interes deud,1
6966,“babyidols gust libr record beigbed palahniuk moor palabr mayor bravo” ole,0
6967,ahor toc sal adel situacion dificil mientr q hic mas gast protest,1
6968,hal voy pon ivanferreir ipod paus,0
6970,ahor q andaluc cataluñ quej pge refresc sentenci constitucional sb estatut fundament,1
6971,ser besti mal “libertaddigital cospedal crucific enterr cementeri nucl {link},1
6972,definicion planaz albariñ play bao vig #lasbarr {link},0
6973,q mas preocup presupuest parec obedec unas orden merc rumb pais da,1
6974,garzon quej d quit escolt olvid ahor juez delincuent conden tribunal suprem,1
6975,marin irlandes detien barc español defenceforc navy detain spanish vessel for alleg fishing irregularity this pm,1
6976,diegomazon tutururu,1
6977,exalt tron juanma_moren juanm acord c/c manuelavillen {link},0
6978,gobiern increment transferent cca cataluñ sig derroch diner public telediarioint,1
6980,descubr greci isla cieg fraud españ telediarioint,1
6981,descart dab direccion cambi cas sal deshor despist escrib remit fals pod pens dec,0
6983,“nachetes carlosdavidgf honor represent apedraza_avt compañ miguelfolguera” hoy elorri,0
6984,curi cis reform laboral apen mencion problem españ % desemple abrum %,1
6985,argentin podr utiliz fond jubil compr ypf cotiz repsol descuent nacionaliz,1
6987,situacion complic gobiern sab hac españ vuelv crec cre emple {link},0
6989,consol lagrim precios #malagasant #cofradiasmlg #malag {link},0
6990,buen noch barri tuit dej retrat q hech hij quiz unic q ve car {link},0
6991,min antiperson {link},0
6992,huell pazy horizont temor huell paz,0
6994,buen cooki franquici canadiens granizadit caf #teniaquedec {link},0
6997,amartinbeaumont cre q pued aplic in model gobiern tecnocrat españ exist riesg,1
6999,aqu dispar prim riesg #aymadr ratit vam plat mañan cuatr,0
7000,dia marmot {link} com vec period cont mism cos año tras año,1
7001,laorejadevgogh proxim libr col muert acompañ ¡sol oim habl bien novel gent buen gust oyes,1
7002,pud lleg ser #bagd nunc sueñ arquitecton ciud {link} via wsj #iraq #irak,0
7003,ahor secret voy bilba ver com athleticclub gan shalk,0
7004,critic peper julia_oter habl parec met enemig cas tve cas espant,1
7005,pso asturian valor form posit reunion upyd asturi {link},0
7006,firm libr honor gran pod #ssant {link},0
7008,dieg torr dic infant cristin implic institut noos,1
7011,profesor ricard haussm harv kennedy schoolm optim espanahay exportaexportarexport,0
7012,anonymous atac webs priv gubernamental chin - {link},1
7014,guind tdno se si dich gener much confianzasi necesit crec presupuest permit,1
7015,tard confabul ir bien acabez da notici hac sonreir mol,0
7016,athletic despist,1
7017,noch pas agu sevill adios madrug caid got inviern #semanasant #sevill,1
7019,nivelaz sark pon españ greci mism sac,0
7020,feliz madrugà rt anichi_ alejandrosanz barri macaren lleg moment repart esper feliz madrug maestr,0
7021,benedetti poet oblig bod civil,0
7022,ijuev harvard charl buen numer entrev interesantisim nyerodrickhaussmanel mundosus problemasdefens españ,0
7023,ces lumbrer viv intens madrug #ssant #sevillahoydirect giraldatv {link},0
7024,hac siempr mal tiemp seman sant segun josep pla {link},1
7025,mordisc si hac falt deb baj € “mordiscodemuj pedroj_ramirez bien vend #orbyt €”,0
7026,#holadictadur q democraci q impong volunt xq present unas eleccion democraticasaaaaa,1
7027,tel fiest valg {link},1
7028,acab ver documental impec formal interesantisim emocionanteelmaldelcerebr {link} recom,0
7029,dia descans {link},0
7030,trat mal alumn dia habl hac deber quier dec renunci derech,1
7032,aun lleg cerc “emiliodri enhorabuen cifr orbyt cultrun {link},0
7033,pas azot olas pso exig rajoy desautoric sarkozy palabr españ {link},1
7034,tamañ españ pequeñ problem econominvestors dump eur and risky bonds as fears about spain intensify {link},1
7036,cariñ admir adelautrer leo aqu trist comentari machist cas adel valient,0
7037,swanse mejor jueg futbol premi golaz acab met ciss,0
7038,sayal nazaren “elopositor viend reaccionesparec ser orbyt siend via crucis particul jejejej”,0
7040,garcia_abadill mercedescoell com tan tipic buen siti desconoc todavï men mal,0
7041,f- estadounidens estrell zon residencial virgini beach virgini eeuu,1
7045,rt ostwitting rt hermanntertschl sill vac muert hoy record peor siempr posibley evit,1
7046,religion iglesi vuelc red social rejuvenec feligres #portadaepc sab {link},0
7047,pus facebook rt momiasanzer alejandrosanz fot camerinoooa hol alee,0
7051,buen dias lagard fmi avis greci pued quebr sal eurol amenaz conoc recet evit,1
7052,tim kiosk mas leer period abc pais tres dias pod entrar aplic nadi responsabiliz,1
7053,ertzaintz investig si her tras part athletic sufr pelotaz - {link},1
7054,cre hac años dorm hor buen dias -,0
7055,guind anunci alemani nuev recort educ sanid cuand va explic español plan {link},1
7056,hermos dia abriliembr siberi mesetari,0
7057,interes declar luis guind frankfurt allgemein ahor reform sanid educ {link},0
7058,restaur tard min tomart not serv slow food tomadur pel,1
7060,sarkozy llev tres dia hoy pen sacud españ va contest gobiernoa,1
7061,imperi balompi nunc pon gol,0
7062,pud ser rt “mangelis bars confi dej dos punt minim romared hag haga”,1
7063,triunf barç oblig madr gan mañan equip tan form valenci terci lig va part,0
7064,casi h aquel sab sant hac años rufin abri puert aquell reunion clandestin legaliz part,0
7065,gran entrev carrill aniv d legaliz pce part fundamental resistent logr democraci,0
7067,recomend doberm propso q met mied sanid leer declar ministr {link},0
7069,necesit + pelis cmo intoc men empalag tip dias vid primer genial buen roll posit ris,0
7071,buen dias ¡doming resurreccion buen dia decid segu jesus unic pued salv pec,0
7073,doming resurreccion radiant dia primaver llen sol bd {link},0
7074,cous pondr tiemp amarill fotograf miguel hernandez abraz famili,1
7075,poll mont mañan veras no“merp antoniocamun sigu logic aplast veran ofert €”,1
7076,felic pascu happy east to all buon pasqu tutti,0
7078,¡otr grrrr bienven gonzal “gonzalofjimenez pedroj_ramirez pues orbyter casi entero”,0
7079,felic pascu // happy east to all,0
7080,aqui dec pued leer mejor ir nunc mas discotec indign echo,1
7081,ahor si gent pas arte igual gent antequer increibl unic falt respet part sal,1
7082,tod famili real va mis duqu palm aren dej ir sig penitent dia resurreccion,1
7083,ahor despues com planchar#yoconfies odi planch -,1
7084,maravill rt rinxols_ llac puigcerdà {link},0
7086,apag encend restaur red parec va mejor mil graci,0
7087,sig trec cabezon persever dia hoy marg result clement sig parapet direct sporting,1
7089,q buen mendimendi disfrut despues comment mendi deseos dej inform so good - {link},0
